	GSM469508	GSM469509	GSM469510	GSM469511	GSM469512	GSM469513	GSM469514	GSM469515	GSM469516	GSM469517	GSM469518	GSM469519	GSM469520	GSM469521	GSM469522	GSM469523
MUC3B	3.49051394	3.538248431	3.520180492	3.329500239	3.235639355	4.549409554	3.517517686	3.59504483	3.49878159	3.466440229	3.491253661	3.522051886	3.783524068	3.540343946	3.79239571	3.91745432
MUC4	7.032601868	7.510627842	7.110909642	6.663574866	6.648808239	6.921148423	7.175150751	7.329341822	6.431544636	6.648364585	7.522824811	6.173016831	5.593629602	6.783876985	6.92067893	6.739356777
MUC5AC	7.476733743	9.047847917	6.659778033	6.623903685	8.391864141	7.491898496	8.5520082	9.56461659	6.733226186	7.582927768	9.454287287	7.165326959	10.74298645	8.580181864	8.348988037	6.547256263
MUC5B	8.140404497	6.88922051	4.890375287	6.685318657	4.558866088	8.384119658	4.822506437	7.704589782	6.232072407	5.990462369	7.425172615	5.126096924	7.322177459	8.988241375	5.7589824	5.31580201
MUC6	3.330832594	3.389410883	3.467960017	3.43947534	3.770079046	3.38761531	3.640403401	3.347354254	3.342845512	3.216717483	3.411817893	3.452177355	3.311229356	3.386191863	3.501525148	3.384644203
MUC7	2.431101248	2.970637451	2.800151997	2.92564932	3.107284369	2.663239409	2.929412652	2.584098392	2.440915289	2.410528567	2.574863396	2.41959918	2.631566723	2.55947563	2.648835659	2.684060453
MUC8	2.507920765	2.561425393	2.478097282	2.260768333	2.585421432	3.160318889	2.14895983	2.56913261	2.503924627	2.505323197	2.634182543	2.780853865	2.540141887	2.535936918	2.569072982	2.983884345
MUL1	2.909582672	2.953469427	2.909795692	2.913778513	2.924445727	3.254239043	2.906817731	2.926421942	3.243991828	2.90035819	3.015742229	2.944546036	2.936966827	3.044290726	2.928880123	2.89770191
MUM1	3.387910736	4.183223539	3.961457411	3.668229394	3.640734558	3.843838178	3.646210861	3.729636181	3.888486525	3.045142403	3.97743017	3.648850812	3.579717901	4.049836157	4.391913504	3.792217512
MUS81	3.81696881	3.861798774	3.882845017	3.961671317	4.158611812	4.19413934	3.86983009	4.198358481	4.21086353	3.913883147	4.199276328	3.835631463	3.981658191	4.289395923	4.451806553	3.659887358
MUSK	2.513882874	2.946097871	2.759930577	2.832962191	2.744101244	2.630144753	2.731315163	2.574889088	2.539867775	2.525086131	2.567327285	2.548045719	2.61213485	2.564918778	2.64103177	2.681886952
MUT	4.855483773	5.269187268	5.423625356	5.380780826	5.509987236	5.177625465	4.683495615	5.477319752	5.076599964	5.120800482	5.385467178	4.806315924	5.673688827	5.471593487	4.773783815	5.545975986
MUTYH	3.678829718	3.361558778	3.292045304	3.662275469	3.68013679	4.479463994	3.754812565	3.996525037	3.64201009	3.616431657	3.637216792	3.556534068	3.674240291	3.652960041	3.802984437	3.779810625
MVB12B	2.571455183	2.840956875	2.875173965	2.693238522	2.675845805	2.68773435	2.746036209	2.675465729	2.613676221	2.596363201	2.625248971	2.649017476	2.671341079	2.681185071	2.683343531	2.738244522
MVD	2.511675404	2.58131145	2.603279423	2.621443521	2.60295014	2.5958408	2.596659559	2.502308063	2.518886556	2.475837775	2.519441441	2.496549595	2.545062737	2.87638932	2.605707036	2.568546979
MVK	3.342848374	3.962840921	3.805834813	4.478145379	3.710382267	3.551109807	3.725883025	3.367799142	3.449938628	3.3773154	3.483242078	3.424779545	3.464393254	3.466713219	3.579800005	3.548739049
MVP	7.325166597	5.829444018	6.55381143	6.825716607	7.075953011	7.502018674	7.462460017	7.451655772	7.888568857	7.465197841	7.2504675	7.113427972	7.34055456	7.798867685	7.436474182	6.653746426
MX1	6.646242968	7.357075118	10.43125925	4.860163111	6.063436421	5.162171476	6.903828547	5.837073259	6.501528788	9.207369669	5.350621591	6.973042551	5.298966037	5.674163636	6.612602038	4.777473398
MX2	4.518175602	4.852188931	8.450069196	2.623591564	3.528575326	2.230976885	4.30799156	3.34281641	4.937002072	6.640148647	3.35285591	5.372112363	3.368426085	3.357833951	3.36722981	2.795754356
MXD1	2.273651883	2.429595709	2.383486673	2.38751412	2.352449078	2.319817323	2.345412738	2.282773542	2.280780656	3.143966726	2.279460543	2.311282062	2.309527861	2.290892571	2.317541496	2.326632684
MXD3	3.037816708	3.175010555	3.026728167	3.166543913	2.675481302	3.943612268	3.160339328	3.18466646	3.150570844	3.522791666	3.179380852	3.176835974	3.124121147	3.302470328	3.869525055	3.134199555
MXI1	4.961367309	5.122257235	4.494239414	5.574038067	5.134260199	5.870672229	5.072243319	5.057434624	5.332824323	4.579750009	5.268685339	5.068207857	5.580290476	5.283094578	4.738104243	4.778652403
MXRA5	2.268884376	2.335647969	2.318324515	2.328426057	2.420211438	2.477566289	2.348181038	2.291021637	2.276374232	2.26306441	2.275027751	2.282056758	2.310736263	2.286213291	2.303549896	2.325639888
MXRA7	6.609913959	7.168201107	6.941012017	8.27091602	7.706157581	8.002400207	7.314531993	7.740167349	7.417681762	6.835234417	7.170704641	6.791387674	8.400430989	8.292592889	7.213682147	7.439999604
MXRA8	3.365794855	3.449594925	3.216123241	2.883487611	3.397820434	3.728233837	3.423903648	3.418417308	3.354942946	3.338320278	3.356142625	3.389243884	3.403801995	3.433283046	3.404029136	3.405670389
MYB	5.971629051	5.62870847	4.512921197	6.106605172	6.027110264	6.009946488	5.898094919	5.988622326	6.075196721	6.556131446	6.448172071	6.113286238	5.698639748	6.169074131	6.347540548	5.5750759
MYBBP1A	2.651766034	2.742395169	2.701949512	2.667216351	2.721635751	2.662587548	2.658246287	2.655368372	2.70186203	2.712549842	2.590522802	2.590502401	2.683349096	2.635825684	2.670784474	2.648143847
MYBL1	2.701617427	3.221065073	3.134476057	3.052599696	2.993641549	2.801177588	3.059441238	2.734535827	2.704764135	2.673505995	2.963056161	2.657662157	2.836956369	2.722406669	3.873929223	2.861830061
MYBL2	3.199587412	3.298163138	3.2853884	3.363618434	3.267691789	3.249089993	3.268642246	3.220210268	3.126964039	3.46917385	3.206292803	3.546288329	2.820444373	3.219864445	4.331995971	3.260725093
MYBPC1	2.565369817	2.975202288	2.808899158	2.832348198	2.750309384	2.669940698	2.743629613	2.604020821	2.552658489	2.468595472	2.63342875	2.572703853	2.657015345	2.57429479	2.669434478	2.703911688
MYBPC2	2.194755262	2.289614062	2.269806929	2.3642299	2.249036967	2.237400889	2.254346181	2.211605115	2.204166613	2.190061816	2.199354964	2.206349996	2.229693067	2.222071697	2.230040198	2.241750209
MYBPC3	2.111928332	2.183971739	2.155660084	2.173705804	2.122892933	2.147464956	2.148511866	2.135751524	2.144604176	2.141536503	2.111741935	2.120497638	2.150941674	2.145799302	2.132632173	2.171550866
MYBPH	2.301584616	2.427102557	2.332250184	2.361611131	2.321415279	2.326997327	2.366557873	2.328393988	2.305604223	2.299213043	2.298524077	2.312667438	2.321396757	2.317765601	2.327072923	2.333305919
MYC	3.855837347	4.571560459	4.097171158	4.450286479	4.317073339	4.126518611	5.082029794	4.10800028	3.849151459	3.696416034	3.66200254	3.555991254	4.186654745	4.11189014	3.753384114	6.573996773
MYCBP2	5.620313377	5.278568702	6.61914031	5.5753237	5.234908147	4.997112184	4.97175389	4.733427973	4.265923705	5.950746358	5.4019707	4.886954999	5.030852994	5.17246699	5.180947799	4.821092345
MYCL	3.541402868	3.659271277	2.600321881	3.01485635	3.90599059	4.614520377	3.235398975	4.310598108	3.898243689	5.831809143	3.709488961	2.939470749	3.903157884	4.863086823	3.766915024	4.393264086
MYCN	2.950969118	3.208989762	3.511462229	3.334863676	3.241282233	3.251243046	3.258564015	3.050368543	3.034276172	2.793290227	3.027212935	3.079326309	3.083903803	3.081615374	3.342757118	3.271239512
MYCNOS	2.675962979	3.063191227	2.923117369	2.904389452	2.837327468	2.747721763	2.820554805	2.708452996	2.663825641	2.663483021	2.653577791	2.684206692	2.706560178	2.688156531	2.758427749	2.771833909
MYCT1	2.539697482	2.612924008	3.106028635	2.762804808	2.72238287	2.650391876	2.731743765	2.579884495	2.614800443	2.477966462	2.581195351	2.540373401	2.632194422	2.557912766	2.633451237	2.772638132
MYD88	8.213412236	7.161352458	8.299786991	5.586994753	6.204621994	6.42137543	5.970078653	6.727696591	6.876205472	8.434346362	6.501005461	7.718124617	5.977574944	5.923486077	6.558354018	5.985111568
MYEF2	2.556551157	2.913136891	2.831343325	2.952368833	2.749370438	2.667028636	2.716089615	2.642441333	2.63412719	2.532986755	2.632782165	2.639563114	2.665413345	2.646496027	2.705145964	2.737407889
MYF5	2.923598835	3.581168681	3.54372543	3.482529761	3.38152713	3.073071562	3.337571924	2.988286562	2.911587532	2.832362524	2.99312147	2.988490512	3.00394795	2.96702947	3.122360764	3.239327712
MYF6	2.419656792	2.525588221	2.553984529	2.559106552	2.503422232	2.451165022	2.506635743	2.420131503	2.397670304	2.387288554	2.412495608	2.368117794	2.439301935	2.381900168	2.445153309	2.461837807
MYH1	2.901321109	4.073415573	3.858274713	3.974748363	3.870182394	3.180735918	3.786624249	3.056910557	2.914824537	2.855975082	3.090296174	2.966054543	3.146815918	3.003925542	3.331057608	3.371071985
MYH10	5.657126761	3.908351602	3.594979102	5.566227132	4.673573755	5.781130223	4.346910027	5.311891739	5.276677158	4.277136699	5.816565768	5.478965104	5.51010742	6.507932378	5.266327473	4.201423611
MYH11	3.087732217	3.131464727	3.054250314	3.090781899	3.09630118	3.874649305	3.12574499	3.097696724	3.098475443	3.020317699	3.305258821	3.041358589	3.389827308	3.102664593	3.10374316	3.09917993
MYH13	2.682999128	2.981513731	3.022251477	3.191489734	3.031590892	2.808837295	2.85313737	2.728307871	2.752780425	2.753292571	2.737856988	2.75594169	2.787836871	2.763551916	2.828444642	2.854902069
MYH14	4.080375051	4.315664015	4.020528494	4.180098187	3.852948191	4.636899742	4.314774313	4.55000704	5.310153372	4.030477024	4.666861029	4.034208872	4.294492439	5.239953702	4.258519045	4.28967001
MYH15	2.242557418	2.538664219	2.337214127	2.339002642	2.346665813	2.28145579	2.328407452	2.259907146	2.252381025	2.223615633	2.24804324	2.243236846	2.278779816	2.261744161	2.28037039	2.288071503
MYH2	2.545236538	2.879562301	3.079756348	3.080828988	2.792338947	2.602636248	3.220588518	2.585707011	2.554698737	2.526331529	2.575342933	2.53066662	2.623914727	2.558260291	2.787161167	2.675587199
MYH3	2.698329066	3.587694476	3.332573735	3.255382089	3.130755782	2.811756557	3.057554539	2.725783454	2.70677883	2.659201569	2.7792242	2.680294377	2.826633351	2.726111251	2.888611267	2.863483156
MYH4	3.156276129	4.352831327	4.140613129	4.292517493	3.932798261	3.386511406	3.847174147	3.345097083	3.168825037	3.079468207	3.286255849	3.295160797	3.36416061	3.188367343	3.621832193	3.553268281
MYH6	2.550957897	2.909150771	2.827577427	2.875343553	3.06044369	2.650534753	2.782795656	2.588990242	2.557782535	2.527527869	2.645833403	2.531350633	2.605132033	2.57456898	2.673723942	2.697017995
MYH7	2.129923068	2.197599452	2.172286491	2.27443725	2.139990502	2.150866448	2.151605187	2.129674739	2.122799412	2.109599653	2.126820024	2.128524114	2.155793081	2.132300015	2.1446957	2.158033085
MYH7B	2.263452396	2.613055729	2.353921933	2.588380696	2.337108119	2.295146325	2.335013566	2.280338303	2.272141146	2.25922955	2.264542535	2.268419835	2.293909847	2.280779304	2.30566324	2.315727325
MYH8	2.970113481	4.272628958	3.949937109	4.019158098	3.690789692	3.186918996	3.756311449	3.097740535	3.030349975	2.9285979	3.119571271	3.056787014	3.170392605	3.010159808	3.338985205	3.335296059
MYH9	4.640531348	3.837058162	2.742215454	3.272132913	3.210664917	3.248679233	2.409575255	2.908268446	3.301787105	4.19589037	3.322824141	3.634531871	3.251932412	3.697467805	3.322915257	3.135667197
MYL1	2.323907423	2.488962139	2.448326808	2.470599638	2.406377803	2.38075759	2.399679866	2.36115843	2.330240616	2.35259357	2.346659424	2.370625659	2.385146365	2.373293405	2.381137612	2.392795749
MYL10	3.990831478	4.01306179	3.427231606	3.425461068	3.343344309	4.328851972	3.984302714	3.99588244	3.995710214	3.053109904	3.753127742	4.29954446	4.001261395	4.286475852	4.129555215	4.343525268
MYL12A	6.934670224	5.552282372	6.44101718	6.187580353	6.149257362	6.245945634	6.422635761	6.501082845	6.401513748	6.995576168	6.533079827	6.915975113	6.022091818	6.331095441	6.392652043	6.409756141
MYL12B	9.291867332	9.265824741	8.809364778	8.875992595	9.024875925	9.257756874	9.203808775	9.615964816	9.477176434	9.539198596	9.300219334	9.25665861	9.188568346	9.258813997	9.130034915	9.521246117
MYL2	2.418173521	2.559519017	2.623328164	2.61290171	2.454655177	2.451273789	2.461834576	2.409883039	2.383471483	2.425225697	2.419300284	2.432356226	2.44747496	2.432117111	2.461843053	2.455219881
MYL3	2.186700364	2.331430202	2.258546191	2.277551108	2.380533022	2.229802989	2.247348611	2.205449209	2.192715746	2.179591482	2.191805514	2.198832926	2.2259854	2.205884487	2.228448663	2.238738719
MYL4	2.654567131	2.860942863	2.795521535	2.713481465	2.654708676	2.666316417	2.676587105	2.666847698	2.647136612	2.668384371	2.657497624	2.608756418	3.328487184	2.673331638	2.678720874	2.891660058
MYL5	2.767690963	2.932810647	2.721844129	2.784354474	2.858605453	3.085949181	2.8522984	2.832467206	3.289539575	2.757759968	2.865981082	3.068749754	2.967312374	2.872058215	2.830963674	2.816905535
MYL6	11.39509425	10.25980499	10.64554109	11.34041155	10.9230162	10.17072383	11.33903722	11.29008241	11.19145548	11.52457639	11.01031456	11.53852847	11.00374506	10.60029594	10.66690071	10.97234675
MYL6B	3.921725941	4.060844759	3.356460103	4.029440145	4.23678449	4.070843369	4.150526732	4.024639441	4.247518421	4.128076663	4.068110157	3.700007808	4.053741658	4.527172812	4.171405367	4.609221139
MYL7	2.419438753	2.501985762	2.467915541	2.506599956	2.459465831	2.463653076	2.467817408	2.440982441	2.427614339	2.414521453	2.427314805	2.442043827	2.458285927	2.444623145	2.463100408	2.500391986
MYL9	2.587748246	2.725219221	2.67726	2.701912592	2.941377964	2.672212566	2.721542239	2.558580281	3.533313039	2.472083779	2.598415211	2.530871241	2.650723334	2.888188731	2.605113032	2.765447169
MYLIP	3.381927272	4.30309335	3.828773381	3.706581727	4.01348094	2.886431187	3.80679953	3.920026021	3.715697449	4.413322394	3.218265142	3.047009052	4.354403395	3.755455748	3.894810825	3.775997314
MYLK	2.633555831	2.888248197	2.810006423	2.800289859	2.943830402	3.413875727	3.660560382	3.022408225	2.576207163	2.542426151	2.976995765	2.625005223	3.003125351	2.56486595	3.653281204	2.861910395
MYLK3	3.093935553	4.58717338	4.801847433	4.717494972	4.516641072	3.512743205	4.426516795	3.433157009	3.080849955	3.002953721	3.446323267	3.036299998	3.516377275	3.428148918	3.821833646	3.993740882
MYLPF	2.179659272	2.250316212	2.188462932	2.215084491	2.20530238	2.201952499	2.136678806	2.186785246	2.188138872	2.042317244	2.17555816	2.191378901	2.397150913	2.193925981	2.191213691	2.207428954
MYNN	2.894406573	2.996113714	3.180888381	3.069633907	2.844135259	2.711488265	2.837899369	2.952463306	2.921528474	3.293667333	2.909039475	2.902312285	2.960526693	3.10862266	2.739566099	3.61537813
MYO10	4.724262374	4.252585909	4.175394691	4.578561914	4.08138984	5.029088734	3.623495217	4.441656138	4.178742926	4.022334457	4.636643269	4.304013581	4.673374714	4.701045269	4.645874111	4.596594217
MYO15A	2.861779329	3.10157375	3.046232342	3.17664137	2.90088049	2.889047085	3.068931722	2.860635724	2.830923687	2.829665094	2.970716664	2.641048707	2.780845159	2.818337377	2.949132217	2.914822178
MYO15B	2.871075114	2.983166299	2.516324986	3.201490533	2.754571669	3.854223096	2.940491386	3.132438259	2.901432063	2.864103064	3.393313871	2.907048655	2.917066448	2.993662399	3.260102512	2.928341569
MYO16	2.29930301	2.447516948	2.38296396	2.400364238	2.387865879	2.347906863	2.366855715	2.315013804	2.297384871	2.307591838	2.298424628	2.302503293	2.341200123	2.328963294	2.341753236	2.35081074
MYO19	3.046834128	3.093905842	2.969589614	3.049869302	3.075715984	3.724274743	3.069274836	3.133016366	2.920417029	3.056608917	3.014072941	3.091981909	3.082131492	3.069324199	3.058701233	3.073780846
MYO1A	2.854955291	2.720617968	2.753370728	2.718106472	2.697609685	2.683542192	2.693062512	2.721821262	2.690979562	2.677903126	2.95927926	2.698231764	2.710062815	2.701213115	2.843146888	2.712062765
MYO1B	6.095684633	5.605794662	5.390693562	5.748362258	5.250754384	5.126207757	5.392090031	5.597092608	6.230130067	5.435745938	5.391624624	4.914147549	5.44035863	5.740044529	5.289335528	5.53566864
MYO1C	4.867137552	5.404666743	4.992150338	5.260887339	4.945181301	5.795376681	5.369526316	5.311272975	4.875215022	4.837562931	4.944082287	4.832679268	4.901271925	5.127344779	5.058243603	5.089549428
MYO1D	4.311873806	4.443627295	4.352765495	4.163368365	4.315012286	4.788776345	4.233440471	4.250782812	4.934870922	3.763157033	3.858107811	3.852160756	4.026000285	4.727520862	3.948854262	4.261028336
MYO1E	4.09527073	3.576075434	3.15683719	3.553406348	3.594518779	4.084915626	3.640112738	3.581123571	3.748532522	3.463634113	3.522396015	3.757429311	3.581467337	4.001252335	3.846123407	3.465186001
MYO1F	4.577761841	4.42908741	3.655677877	3.183462025	3.543697931	3.589069298	3.407214256	3.610276481	3.967484413	4.729483026	3.951416595	4.541765698	2.846748407	3.344844478	3.716365669	3.38616088
MYO3A	2.314290906	2.7860989	2.627715181	2.601604804	2.552937686	2.373152168	2.556643228	2.325050231	2.325056341	2.302842019	2.324162195	2.331316152	2.364702426	2.33222102	2.658940527	2.381367667
MYO5A	4.203271708	3.128969985	3.156532977	3.248424496	3.15669068	2.897041536	2.996058267	2.857458254	2.821652245	3.594455036	2.819594532	3.703892957	2.837105228	2.830107054	2.985823583	2.953551148
MYO5C	6.975140732	7.325234079	7.836618412	7.275718313	7.238903355	7.606025059	7.689341615	7.297323796	7.344860951	6.825549418	7.339038275	6.883281246	7.416198807	7.698491465	7.307730957	6.417222957
MYO6	6.681095802	5.322947419	5.644185334	6.089232581	6.065685401	5.424401501	5.574350792	5.986777111	6.113229915	5.528302899	5.921454441	6.201888458	5.808491518	5.64425429	5.352236834	5.909688213
MYO7A	3.110471408	3.782182436	3.383864938	3.949395928	4.135372834	3.286253329	3.402530532	3.151506373	3.109858691	3.027948004	3.22524463	3.0573512	3.214232463	3.201448949	3.392945626	3.536801656
MYO7B	2.564734458	2.81457752	3.14034875	3.214718993	2.728177382	2.649336921	2.715901825	2.623849766	2.568931094	2.555961474	2.591586647	2.56507023	2.634058201	2.58627522	2.663918982	2.669191059
MYO9A	4.155011581	3.608713538	3.255883804	3.516000087	3.162454413	3.622851243	2.987663654	3.598935112	3.796167474	3.400894317	3.797307855	4.065270428	3.877654849	4.195392422	3.273553141	3.420513329
MYO9B	3.111727995	2.87807675	2.814544543	2.82855069	2.82134734	2.735624055	2.783955942	2.752552268	2.741806881	2.726258042	2.674297639	2.834955086	2.739634494	2.949852631	3.034243804	2.783496835
MYOC	2.589378079	2.779999809	2.610326408	2.715021798	2.681350504	2.615696065	2.983791892	2.59844835	2.597110329	2.495337039	2.55697174	2.599503788	2.608144961	2.609244776	2.609308381	2.610142966
